         4230830 function calls (4160770 primitive calls) in 29.786 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10937    0.035    0.000    0.035    0.000 {numpy.core.multiarray.dot}
        2    0.000    0.000    0.035    0.017 pyplot.py:3816(legend)
        2    0.000    0.000    0.034    0.017 _axes.py:285(legend)
       14    0.001    0.000    0.034    0.002 ticker.py:1896(_raw_ticks)
      122    0.001    0.000    0.034    0.000 path.py:475(contains_point)
        1    0.000    0.000    0.033    0.033 cgs.py:7(<module>)
     4325    0.006    0.000    0.033    0.000 {method 'any' of 'numpy.ndarray' objects}
      394    0.003    0.000    0.033    0.000 __init__.py:2444(__init__)
1309/1268    0.011    0.000    0.033    0.000 units.py:141(get_converter)
      260    0.003    0.000    0.032    0.000 mathtext.py:574(_get_info)
     6770    0.032    0.000    0.032    0.000 {posix.lstat}
     2673    0.003    0.000    0.032    0.000 transforms.py:1795(transform)
        1    0.001    0.001    0.032    0.032 codegen.py:3(<module>)
      617    0.002    0.000    0.032    0.000 collections.py:693(set_facecolor)
       11    0.002    0.000    0.032    0.003 artist.py:1228(pprint_setters)
      676    0.010    0.000    0.032    0.000 {matplotlib._path.cleanup_path}
     3512    0.013    0.000    0.032    0.000 type_check.py:172(iscomplex)
     1160    0.003    0.000    0.031    0.000 version.py:74(__init__)
     5102    0.015    0.000    0.031    0.000 collections.py:81(__delitem__)
       67    0.000    0.000    0.031    0.000 getlimits.py:94(__new__)
    19277    0.020    0.000    0.031    0.000 sre_parse.py:142(__getitem__)
       92    0.000    0.000    0.031    0.000 mathtext.py:428(get_metrics)
    27147    0.031    0.000    0.031    0.000 transforms.py:88(__init__)
       78    0.000    0.000    0.031    0.000 mathtext.py:1444(__init__)
        2    0.000    0.000    0.031    0.015 getlimits.py:127(_init)
        2    0.000    0.000    0.031    0.015 machar.py:98(__init__)
        2    0.011    0.005    0.030    0.015 machar.py:116(_do_init)
      313    0.002    0.000    0.030    0.000 {map}
       78    0.000    0.000    0.030    0.000 mathtext.py:1460(_update_metrics)
      532    0.017    0.000    0.030    0.000 scale.py:100(transform_non_affine)
     1206    0.007    0.000    0.030    0.000 transforms.py:2076(scale)
      132    0.001    0.000    0.030    0.000 transforms.py:2824(_revalidate)
      108    0.001    0.000    0.029    0.000 axis.py:452(_get_text2)
      293    0.019    0.000    0.029    0.000 doccer.py:172(indentcount_lines)
       98    0.000    0.000    0.029    0.000 scale.py:129(transform_non_affine)
     2683    0.008    0.000    0.029    0.000 transforms.py:1875(transform_affine)
        1    0.001    0.001    0.029    0.029 baffles.py:137(age_dist_uncertainty)
       16    0.000    0.000    0.029    0.002 axis.py:844(set_tick_params)
        1    0.001    0.001    0.029    0.029 groups.py:2(<module>)
       98    0.005    0.000    0.029    0.000 core.py:6399(power)
      913    0.002    0.000    0.029    0.000 pyparsing.py:1144(copy)
      868    0.007    0.000    0.029    0.000 transforms.py:2030(rotate_deg)
    29510    0.029    0.000    0.029    0.000 _weakrefset.py:70(__contains__)
20382/20374    0.016    0.000    0.029    0.000 {method 'join' of 'str' objects}
       12    0.000    0.000    0.029    0.002 ticker.py:2086(__call__)
       46    0.000    0.000    0.029    0.001 mathtext.py:2633(symbol)
     2184    0.012    0.000    0.029    0.000 transforms.py:2529(__init__)
      119    0.004    0.000    0.029    0.000 six.py:209(exec_)
      612    0.005    0.000    0.029    0.000 markers.py:371(_set_circle)
     8256    0.008    0.000    0.029    0.000 pyparsing.py:1462(get)
5087/1511    0.024    0.000    0.029    0.000 sre_parse.py:152(getwidth)
        4    0.000    0.000    0.029    0.007 _base.py:2678(grid)
        1    0.001    0.001    0.028    0.028 index.py:31(<module>)
     1160    0.009    0.000    0.028    0.000 version.py:131(_legacy_cmpkey)
        8    0.000    0.000    0.028    0.004 axis.py:1423(grid)
       12    0.001    0.000    0.028    0.002 ticker.py:2091(tick_values)
 1442/721    0.006    0.000    0.028    0.000 transforms.py:2513(inverted)
     9378    0.022    0.000    0.028    0.000 threading.py:147(acquire)
      108    0.001    0.000    0.028    0.000 axis.py:435(_get_text1)
        6    0.000    0.000    0.028    0.005 utils.py:84(generate_unit_summary)
     3622    0.008    0.000    0.028    0.000 __init__.py:2042(_to_unmasked_float_array)
        1    0.000    0.000    0.028    0.028 parser.py:5(<module>)
      920    0.004    0.000    0.028    0.000 copy.py:66(copy)
     9378    0.022    0.000    0.027    0.000 threading.py:187(release)
     4325    0.004    0.000    0.027    0.000 _methods.py:37(_any)
      108    0.000    0.000    0.027    0.000 transforms.py:2838(get_transformed_points_and_affine)
        1    0.001    0.001    0.027    0.027 feedparser.py:20(<module>)
      177    0.001    0.000    0.027    0.000 backend_pdf.py:2191(_get_font_ttf)
     8799    0.015    0.000    0.027    0.000 artist.py:288(pchanged)
     1278    0.027    0.000    0.027    0.000 {sum}
       16    0.001    0.000    0.026    0.002 baffles.py:150(likelihood)
      615    0.005    0.000    0.026    0.000 collections.py:488(set_linewidth)
        2    0.003    0.002    0.026    0.013 core.py:1202(filter_units)
        1    0.002    0.002    0.026    0.026 formats.py:3(<module>)
     2018    0.010    0.000    0.026    0.000 pyparsing.py:732(copy)
        1    0.000    0.000    0.026    0.026 specifiers.py:4(<module>)
        1    0.001    0.001    0.026    0.026 inspect.py:25(<module>)
     3342    0.017    0.000    0.026    0.000 font_manager.py:711(__hash__)
    13629    0.025    0.000    0.026    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.019    0.019    0.025    0.025 morestats.py:1(<module>)
      147    0.000    0.000    0.025    0.000 lines.py:945(get_path)
        1    0.002    0.002    0.025    0.025 widgets.py:10(<module>)
        1    0.001    0.001    0.025    0.025 image.py:5(<module>)
        1    0.000    0.000    0.025    0.025 message.py:5(<module>)
      632    0.002    0.000    0.025    0.000 backend_pdf.py:2307(push)
      525    0.002    0.000    0.024    0.000 inspect.py:459(getabsfile)
        1    0.000    0.000    0.024    0.024 validate.py:127(<module>)
        2    0.000    0.000    0.024    0.012 legend.py:307(__init__)
       98    0.001    0.000    0.024    0.000 mathtext.py:892(_get_glyph)
        1    0.002    0.002    0.024    0.024 html5parser.py:1(<module>)
     7696    0.024    0.000    0.024    0.000 {method 'splitlines' of 'str' objects}
     3143    0.004    0.000    0.024    0.000 artist.py:184(convert_xunits)
        1    0.000    0.000    0.024    0.024 pyparsing.py:5377(pyparsing_common)
  126/118    0.001    0.000    0.024    0.000 core.py:656(__div__)
     2317    0.003    0.000    0.024    0.000 {method 'all' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.024    0.024 util.py:283(find_library)
        1    0.000    0.000    0.024    0.024 charset.py:6(<module>)
     1385    0.002    0.000    0.024    0.000 axis.py:1515(convert_units)
      762    0.001    0.000    0.024    0.000 backend_pdf.py:2204(new_gc)
        1    0.001    0.001    0.024    0.024 card.py:3(<module>)
        1    0.000    0.000    0.024    0.024 pyparsing.py:5353(pyparsing_common)
        1    0.001    0.001    0.024    0.024 convenience.py:55(<module>)
        1    0.000    0.000    0.024    0.024 util.py:238(_findSoname_ldconfig)
      308    0.003    0.000    0.023    0.000 lines.py:1233(update_from)
        1    0.002    0.002    0.023    0.023 cm.py:6(<module>)
        4    0.023    0.006    0.023    0.006 {built-in method statusBar}
     2769    0.023    0.000    0.023    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
    12579    0.021    0.000    0.023    0.000 {method 'encode' of 'unicode' objects}
        1    0.000    0.000    0.023    0.023 base64mime.py:25(<module>)
  106/105    0.001    0.000    0.023    0.000 core.py:694(__mul__)
        1    0.003    0.003    0.023    0.023 __init__.py:90(<module>)
     1374    0.002    0.000    0.023    0.000 posixpath.py:358(abspath)
       16    0.005    0.000    0.023    0.001 _distn_infrastructure.py:1709(cdf)
        2    0.002    0.001    0.023    0.011 utils.py:5(<module>)
        1    0.003    0.003    0.023    0.023 patches.py:3(<module>)
        4    0.000    0.000    0.022    0.006 axis.py:927(set_clip_path)
        1    0.005    0.005    0.022    0.022 diff.py:7(<module>)
       36    0.003    0.000    0.022    0.001 transforms.py:740(union)
     8235    0.016    0.000    0.022    0.000 posixpath.py:61(join)
        1    0.000    0.000    0.022    0.022 specifiers.py:275(Specifier)
      868    0.011    0.000    0.022    0.000 transforms.py:2014(rotate)
     7392    0.022    0.000    0.022    0.000 {method 'expandtabs' of 'str' objects}
      144    0.009    0.000    0.022    0.000 utils.py:42(_iter_unit_summary)
      300    0.004    0.000    0.022    0.000 text.py:129(__init__)
2908/2904    0.006    0.000    0.022    0.000 transforms.py:2687(get_matrix)
      612    0.001    0.000    0.022    0.000 pyplot.py:338(sci)
      941    0.010    0.000    0.022    0.000 path.py:164(_fast_from_codes_and_verts)
        2    0.000    0.000    0.022    0.011 legend.py:888(_init_legend_box)
       98    0.001    0.000    0.022    0.000 mathtext.py:788(_get_glyph)
     3108    0.004    0.000    0.021    0.000 artist.py:193(convert_yunits)
     1385    0.005    0.000    0.021    0.000 units.py:118(is_numlike)
      512    0.002    0.000    0.021    0.000 backend_pdf.py:943(get_char_width)
        1    0.000    0.000    0.021    0.021 card.py:42(Card)
        1    0.002    0.002    0.021    0.021 table.py:6(<module>)
        2    0.001    0.000    0.021    0.010 backend_qt5.py:649(_get_toolbar)
      634    0.007    0.000    0.021    0.000 _base.py:4081(get_children)
       10    0.000    0.000    0.021    0.002 axis.py:2500(get_tick_space)
      612    0.001    0.000    0.021    0.000 transforms.py:1423(__array__)
        1    0.001    0.001    0.021    0.021 _discrete_distns.py:5(<module>)
     2317    0.002    0.000    0.021    0.000 _methods.py:40(_all)
1512/1433    0.004    0.000    0.021    0.000 transforms.py:2434(_invalidate_internal)
      135    0.001    0.000    0.020    0.000 transforms.py:1558(transform_path_non_affine)
        1    0.006    0.006    0.020    0.020 __init__.py:184(<module>)
        2    0.001    0.000    0.020    0.010 backend_qt5.py:698(__init__)
      212    0.000    0.000    0.020    0.000 core.py:1185(has_bases_in_common_with_equiv)
       13    0.000    0.000    0.020    0.002 _distn_infrastructure.py:2668(__init__)
      212    0.002    0.000    0.020    0.000 core.py:1176(has_bases_in_common)
        1    0.000    0.000    0.020    0.020 reader.py:18(<module>)
        1    0.000    0.000    0.020    0.020 tokenize.py:23(<module>)
        1    0.000    0.000    0.020    0.020 __init__.py:25(Conf)
        2    0.000    0.000    0.020    0.010 backend_bases.py:2787(__init__)
     1943    0.004    0.000    0.020    0.000 __init__.py:584(is_numlike)
        1    0.000    0.000    0.019    0.019 reader.py:45(Reader)
     2913    0.007    0.000    0.019    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.019    0.019 linkifier.py:36(build_url_re)
        2    0.001    0.000    0.019    0.010 backend_qt5.py:717(_init_toolbar)
      151    0.019    0.000    0.019    0.000 {method 'get_glyph_name' of 'matplotlib.ft2font.FT2Font' objects}
       12    0.006    0.001    0.019    0.002 artist.py:1150(_get_setters_and_targets)
        1    0.001    0.001    0.019    0.019 configobj.py:16(<module>)
     1376    0.012    0.000    0.019    0.000 posixpath.py:329(normpath)
     4149    0.005    0.000    0.019    0.000 pyplot.py:581(_auto_draw_if_interactive)
3236/2425    0.007    0.000    0.019    0.000 {method 'format' of 'unicode' objects}
      150    0.002    0.000    0.018    0.000 cm.py:67(_generate_cmap)
      662    0.003    0.000    0.018    0.000 transforms.py:807(unit)
      258    0.018    0.000    0.018    0.000 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.003    0.003    0.018    0.018 _inputstream.py:1(<module>)
      634    0.004    0.000    0.018    0.000 axis.py:510(update_position)
        1    0.000    0.000    0.018    0.018 validate.py:473(Validator)
     2586    0.018    0.000    0.018    0.000 {range}
     8574    0.018    0.000    0.018    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.018    0.018 jsviewer.py:3(<module>)
     2027    0.017    0.000    0.018    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
      481    0.002    0.000    0.018    0.000 core.py:735(__eq__)
    16807    0.018    0.000    0.018    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.017    0.017 jsviewer.py:12(Conf)
      486    0.007    0.000    0.017    0.000 ticker.py:1074(__call__)
     1075    0.009    0.000    0.017    0.000 font_manager.py:1015(make_rcparams_key)
       20    0.000    0.000    0.017    0.001 axis.py:1827(_get_pixel_distance_along_axis)
      993    0.001    0.000    0.017    0.000 font_manager.py:721(__eq__)
    33615    0.017    0.000    0.017    0.000 {method 'startswith' of 'str' objects}
       22    0.000    0.000    0.017    0.001 artist.py:1071(__init__)
      310    0.000    0.000    0.017    0.000 __init__.py:1407(get_metadata_lines)
        1    0.004    0.004    0.017    0.017 contour.py:3(<module>)
     1230    0.008    0.000    0.017    0.000 collections.py:603(_bcast_lwls)
      960    0.004    0.000    0.017    0.000 inspect.py:806(getargspec)
     1258    0.002    0.000    0.017    0.000 _base.py:2458(handle_single_axis)
    11317    0.008    0.000    0.017    0.000 sre_parse.py:207(match)
       22    0.006    0.000    0.017    0.001 artist.py:1092(get_aliases)
      192    0.007    0.000    0.017    0.000 text.py:263(update_from)
      211    0.002    0.000    0.016    0.000 __init__.py:378(process)
     2172    0.008    0.000    0.016    0.000 transforms.py:2573(get_matrix)
      310    0.001    0.000    0.016    0.000 __init__.py:1401(get_metadata)
        2    0.004    0.002    0.016    0.008 __init__.py:15(<module>)
      612    0.013    0.000    0.016    0.000 {matplotlib._path.get_path_collection_extents}
      618    0.004    0.000    0.016    0.000 collections.py:220(_prepare_points)
      345    0.003    0.000    0.016    0.000 core.py:915(_to)
       64    0.004    0.000    0.016    0.000 colors.py:706(from_list)
      898    0.009    0.000    0.016    0.000 shape_base.py:278(column_stack)
     5194    0.010    0.000    0.016    0.000 version.py:114(_parse_version_parts)
     2148    0.007    0.000    0.016    0.000 font_manager.py:989(_normalize_font_family)
       88    0.001    0.000    0.016    0.000 contextlib.py:21(__exit__)
        2    0.000    0.000    0.016    0.008 figure.py:2077(subplots_adjust)
    40530    0.016    0.000    0.016    0.000 core.py:1558(name)
        1    0.000    0.000    0.016    0.016 configobj.py:1073(ConfigObj)
